lick	dip	V	1.00	NONE
loosen	relax	V	7.14	HYPER/HYPONYMS
stop	drive	V	0.00	NONE
receive	earn	V	6.47	COHYPONYMS
put	hang	V	1.96	NONE
sway	bend	V	4.98	NONE
scare	cry	V	0.33	NONE
hold	pause	V	5.98	NONE
overcome	beat	V	7.64	HYPER/HYPONYMS
bite	fight	V	4.15	NONE
relax	rub	V	5.48	NONE
prove	explain	V	5.98	NONE
bite	attack	V	4.48	NONE
scream	hoot	V	4.48	NONE
steal	keep	V	3.32	NONE
help	prepare	V	5.64	NONE
borrow	keep	V	1.16	NONE
grow	rise	V	5.48	HYPER/HYPONYMS
create	do	V	5.31	HYPER/HYPONYMS
believe	agree	V	3.15	NONE
scratch	pick	V	4.32	NONE
hear	talk	V	1.99	NONE
address	talk	V	5.98	HYPER/HYPONYMS
be	live	V	6.31	HYPER/HYPONYMS
accept	like	V	6.14	NONE
join	add	V	6.81	NONE
catch	grab	V	3.32	SYNONYMS
attempt	do	V	5.81	HYPER/HYPONYMS
dash	walk	V	4.48	NONE
rip	fold	V	0.83	NONE
remove	release	V	4.48	NONE
wipe	rub	V	7.64	HYPER/HYPONYMS
die	grow	V	0.00	COHYPONYMS
find	escape	V	0.66	NONE
search	strip	V	1.66	NONE
hit	throw	V	2.82	COHYPONYMS
release	squeeze	V	1.21	NONE
examine	see	V	7.70	SYNONYMS
throw	aim	V	4.15	NONE
get	buy	V	7.14	HYPER/HYPONYMS
toast	cook	V	4.98	NONE
climb	rise	V	8.30	HYPER/HYPONYMS
search	examine	V	7.97	HYPER/HYPONYMS
return	recycle	V	3.49	NONE
have	earn	V	2.66	NONE
earn	pay	V	0.91	HYPER/HYPONYMS
get	keep	V	5.58	ANTONYMS
slice	chop	V	7.30	COHYPONYMS
sting	burn	V	5.15	SYNONYMS
borrow	dig	V	1.99	NONE
bend	move	V	3.02	HYPER/HYPONYMS
whistle	hoot	V	4.81	NONE
worry	waste	V	0.83	NONE
write	talk	V	1.66	COHYPONYMS
laugh	cough	V	0.45	NONE
grind	chop	V	2.49	COHYPONYMS
separate	organize	V	6.14	NONE
start	create	V	3.32	HYPER/HYPONYMS
create	decorate	V	3.15	NONE
add	build	V	4.65	NONE
protect	hurt	V	0.00	NONE
forgive	excuse	V	6.97	HYPER/HYPONYMS
find	attract	V	2.16	NONE
think	talk	V	1.66	NONE
cheat	win	V	1.00	NONE
grant	aid	V	5.64	NONE
overcome	try	V	5.64	NONE
boom	hum	V	1.00	COHYPONYMS
tear	remove	V	3.65	HYPER/HYPONYMS
rescue	find	V	7.14	NONE
pause	reflect	V	4.15	NONE
practice	do	V	5.48	SYNONYMS
surprise	celebrate	V	3.32	NONE
treat	surprise	V	3.15	NONE
earn	respect	V	2.32	NONE
finish	do	V	4.07	HYPER/HYPONYMS
remember	learn	V	4.32	NONE
call	need	V	2.49	NONE
accept	forgive	V	3.65	NONE
touch	hug	V	3.65	HYPER/HYPONYMS
grasp	release	V	0.00	NONE
break	build	V	0.83	ANTONYMS
wear	use	V	4.98	NONE
accept	give	V	0.50	HYPER/HYPONYMS
block	stop	V	8.47	SYNONYMS
wander	leave	V	3.49	NONE
keep	hide	V	2.82	NONE
tow	follow	V	2.99	NONE
replace	add	V	2.16	NONE
yell	speak	V	4.48	HYPER/HYPONYMS
solve	discover	V	3.15	NONE
connect	combine	V	6.14	NONE
drive	drink	V	0.50	NONE
attack	capture	V	3.32	NONE
want	claim	V	2.66	NONE
stay	roam	V	0.66	NONE
lose	get	V	1.49	ANTONYMS
run	bound	V	6.31	NONE
sit	comfort	V	3.15	NONE
do	command	V	1.33	NONE
search	lose	V	1.16	NONE
whisper	tell	V	4.32	NONE
pluck	duck	V	0.50	NONE
bound	correct	V	0.17	NONE
read	exchange	V	0.91	NONE
sew	convince	V	0.50	NONE
hide	swim	V	0.33	NONE
leap	struggle	V	0.91	NONE
ask	attempt	V	3.15	NONE
appear	command	V	0.50	NONE
glide	please	V	1.49	NONE
miss	cook	V	0.17	NONE
fade	rescue	V	0.83	NONE
kill	foil	V	1.16	NONE
stumble	freeze	V	0.83	NONE
carry	guess	V	1.33	NONE
read	bite	V	0.17	NONE
breathe	slice	V	0.66	NONE
weave	guess	V	1.66	NONE
shrink	snore	V	0.00	NONE
wipe	lead	V	0.17	NONE
bake	understand	V	0.66	NONE
tie	scratch	V	0.83	NONE
lend	sting	V	0.00	NONE
hope	design	V	0.83	NONE
shut	find	V	0.83	NONE
drift	slurp	V	1.33	NONE
convince	slither	V	1.33	NONE
smoke	forgive	V	0.33	NONE
fly	cuddle	V	0.33	NONE
admire	hop	V	0.83	NONE
collect	please	V	0.50	NONE
drink	raise	V	0.66	NONE
print	ignore	V	0.33	NONE
mix	buy	V	0.83	NONE
flush	suppose	V	1.00	NONE
visit	giggle	V	0.00	NONE
guess	prepare	V	1.83	NONE
wrap	swap	V	0.17	NONE
buzz	sew	V	0.66	NONE
cry	cheat	V	0.17	NONE
pinch	drive	V	0.17	NONE
skip	dislike	V	0.83	NONE
mow	dare	V	1.16	NONE
explain	mow	V	0.15	NONE
enter	kick	V	0.33	NONE
replace	explain	V	0.33	NONE
disappear	earn	V	0.50	NONE
spray	attempt	V	0.66	NONE
defeat	trim	V	0.66	NONE
wander	change	V	1.16	NONE
avoid	spray	V	0.83	NONE
listen	seek	V	2.82	NONE
print	rip	V	0.66	NONE
hear	pretend	V	0.33	NONE
embrace	make	V	2.49	NONE
enjoy	start	V	0.50	NONE
squeeze	dash	V	1.16	NONE
smell	remove	V	1.00	NONE
set	swim	V	0.50	NONE
chase	giggle	V	0.66	NONE
roam	draw	V	0.50	NONE
awake	kneel	V	0.50	NONE
erupt	write	V	1.00	NONE
solve	lend	V	1.66	NONE
flip	scribble	V	1.16	NONE
swallow	rip	V	0.83	NONE
guess	jump	V	0.83	NONE
interrupt	push	V	1.66	NONE
cook	lose	V	1.16	NONE
squeak	guess	V	0.66	NONE
tie	become	V	0.83	NONE
laugh	try	V	1.66	NONE
survive	heal	V	3.82	NONE
admit	chew	V	0.66	NONE
bend	decide	V	0.33	NONE
blur	rush	V	2.49	NONE
survive	flush	V	0.00	NONE
hope	drive	V	1.16	NONE
angle	toss	V	1.66	NONE
dip	want	V	0.17	NONE
hop	knit	V	1.33	NONE
lower	walk	V	0.83	NONE
dip	teach	V	0.17	NONE
pour	awake	V	0.33	NONE
hug	discuss	V	0.17	NONE
kill	splash	V	0.66	NONE
kneel	flow	V	0.66	NONE
grill	leap	V	0.50	NONE
create	dive	V	0.00	NONE
attempt	yawn	V	0.33	NONE
understand	burst	V	1.83	NONE
look	heal	V	0.50	NONE
sing	float	V	0.66	NONE
discover	pay	V	0.50	NONE
shake	collect	V	0.30	NONE
bound	pick	V	1.00	NONE
save	imitate	V	1.33	NONE
enjoy	wait	V	0.50	NONE
please	know	V	1.83	NONE
separate	snatch	V	1.66	NONE
flow	explain	V	2.16	NONE
promise	choose	V	1.49	NONE
scratch	repair	V	0.50	NONE
blame	travel	V	0.00	NONE
live	lend	V	0.83	NONE
snooze	happen	V	0.00	NONE
slip	kiss	V	1.33	NONE
snuggle	knock	V	0.83	NONE
repeat	slap	V	0.33	NONE
separate	teach	V	0.83	NONE
snatch	stop	V	0.50	NONE
ride	smash	V	0.17	NONE
connect	talk	V	3.65	NONE
supply	hold	V	2.16	NONE
mean	join	V	1.00	NONE
grasp	spray	V	1.00	NONE
travel	perform	V	0.33	NONE
decide	remove	V	1.33	NONE
happen	hide	V	1.16	NONE
overcome	keep	V	1.49	NONE
attract	bite	V	0.50	NONE
bite	ask	V	0.17	NONE
mix	learn	V	0.66	NONE
drink	realize	V	1.66	NONE
discover	count	V	1.16	NONE
have	own	V	7.55	SYNONYMS
capture	imitate	V	0.83	NONE
invite	encourage	V	4.15	NONE
invite	travel	V	1.00	NONE
pass	serve	V	3.49	HYPER/HYPONYMS
serve	sing	V	1.33	NONE
apply	use	V	6.64	SYNONYMS
return	apply	V	1.49	NONE
involve	include	V	8.13	HYPER/HYPONYMS
involve	speak	V	3.32	NONE
pup	litter	V	3.65	NONE
count	matter	V	4.15	SYNONYMS
count	drive	V	1.33	NONE
adopt	wash	V	1.83	NONE
bet	risk	V	7.64	NONE
bet	hug	V	0.83	NONE
bow	erupt	V	1.16	NONE
tackle	handle	V	3.82	NONE
face	approach	V	5.64	HYPER/HYPONYMS
handle	approach	V	2.82	NONE
approach	promise	V	1.16	NONE
ensure	secure	V	4.07	SYNONYMS
secure	survive	V	2.32	NONE
deal	manage	V	6.14	SYNONYMS
manage	slide	V	1.66	NONE
care	worry	V	6.31	SYNONYMS
care	mind	V	4.81	HYPER/HYPONYMS
mind	worry	V	4.15	HYPER/HYPONYMS
work	participate	V	5.64	NONE
work	disappear	V	0.33	NONE
